"","country","creative","rich","equality","admired","safe","newthings","rules","understanding","modesty","enjoy","free","help","success","strong_gov","exciting","properbehaviour","respected","loyal","environment","traditions","seekfun"
"17638","GB",4,2,3,4,6,2,2,6,5,4,6,5,3,6,2,5,3,5,6,4,2
"2524","BE",4,2,5,4,5,5,4,5,5,4,4,5,4,5,4,3,3,5,4,4,5
"27570","IT",4,3,6,6,6,4,4,3,4,2,4,5,4,6,2,5,6,6,6,6,2
"20553","HU",4,1,6,6,6,5,1,1,6,5,6,6,5,6,1,6,6,6,6,6,6
"8390","DE",4,2,4,2,3,2,2,5,5,4,2,4,3,5,2,3,2,5,5,4,2
"10720","EE",2,2,5,5,5,5,2,2,5,2,2,2,2,2,2,2,2,5,5,5,5
"10717","EE",6,2,1,2,4,4,2,5,4,5,5,6,5,6,3,4,3,6,6,2,4
"5810","CZ",6,5,5,5,5,5,4,4,3,5,6,5,5,5,5,5,5,5,5,5,5
"13288","ES",5,2,5,2,5,3,5,5,5,5,5,5,4,5,3,5,5,5,5,5,5
"26191","IS",4,4,3,4,5,4,4,5,6,6,5,5,4,3,3,3,2,6,3,5,3
"6911","CZ",4,1,2,1,4,3,1,3,3,4,5,3,3,2,3,3,3,3,4,1,3
"39911","SE",4,5,5,6,5,5,5,4,5,5,5,5,6,6,3,6,6,4,2,3,4
"40598","SI",5,2,5,2,4,5,4,5,4,5,5,5,4,5,6,2,2,4,6,5,5
"6344","CZ",4,4,4,4,4,4,4,4,3,5,5,5,5,5,5,5,4,4,4,4,4
"3363","BE",3,3,5,3,5,5,4,5,5,5,5,5,5,5,5,5,3,4,5,5,5
"30721","NL",4,1,4,2,6,1,5,6,4,3,3,5,3,6,2,5,5,5,5,5,2
"14135","FI",3,2,5,1,4,2,4,5,5,2,5,4,1,3,2,4,2,5,4,2,3
"25832","IS",5,2,5,5,5,2,2,5,5,5,6,5,2,1,3,4,2,6,6,5,3
"26841","IT",5,2,5,5,5,5,5,4,5,3,5,5,5,5,5,5,2,5,5,5,5
"5410","CZ",4,3,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4
"29403","LT",4,4,6,4,6,4,4,4,2,5,6,6,3,6,4,2,5,6,5,5,5
"33833","PL",4,5,4,5,4,4,5,4,3,2,5,5,5,5,3,4,5,5,6,6,3
"26370","IS",2,2,5,2,5,1,4,5,5,3,3,3,2,3,1,3,2,5,4,5,2
"155","AT",5,3,5,4,5,4,6,5,6,6,5,6,3,6,5,5,2,6,6,3,3
"21782","IE",6,5,5,5,5,5,5,5,4,4,5,5,5,5,3,4,5,5,6,2,4
"4483","CH",5,3,5,5,6,4,5,5,5,6,6,6,5,6,2,4,6,4,6,5,6
"23024","IE",6,3,5,3,6,2,3,6,5,1,3,5,2,5,3,5,3,5,5,3,3
"15198","FI",4,1,6,3,6,5,5,5,5,5,3,4,3,4,3,2,1,5,5,5,5
"22234","IE",2,4,5,5,5,2,1,5,2,2,5,5,2,6,2,2,5,6,3,4,2
"13949","FI",3,3,5,3,4,3,5,5,4,4,6,5,3,5,4,4,3,4,4,2,5
"34279","PL",4,4,5,4,5,4,4,4,4,2,4,4,3,5,2,3,2,4,5,4,3
"8722","DE",5,3,4,5,3,5,4,4,3,5,5,5,4,4,4,3,4,5,4,3,5
"27016","IT",5,3,6,5,4,4,6,5,5,4,6,4,6,4,4,5,6,6,5,4,4
"23141","IE",6,3,6,4,6,3,1,3,5,3,6,4,5,6,2,2,4,6,3,3,2
"34806","PL",6,2,6,1,4,6,4,5,2,3,5,5,4,4,2,4,5,5,5,4,2
"32640","NO",3,4,5,4,5,4,5,4,6,2,2,5,4,5,2,6,4,6,5,4,3
"3600","BE",6,3,6,3,6,4,3,6,6,4,6,6,3,6,3,6,3,6,6,6,3
"256","AT",6,2,6,4,3,4,1,6,4,4,5,6,4,4,4,3,3,6,6,4,5
"33002","NO",5,1,5,5,5,5,5,5,5,5,4,5,5,5,3,5,5,5,5,5,5
"25597","IL",4,4,3,5,4,5,5,6,3,4,5,5,5,4,4,3,5,5,4,4,4
"4111","CH",5,2,5,3,5,5,5,5,5,5,5,5,3,5,1,5,5,5,5,4,4
"15006","FI",6,1,6,5,5,6,1,6,3,6,5,5,5,4,4,5,4,6,4,2,6
"1142","AT",4,3,4,4,5,3,4,4,4,3,4,5,3,4,2,5,5,5,5,6,2
"29790","LT",3,4,6,5,6,1,5,4,5,4,5,5,5,6,1,6,6,5,6,6,2
"20349","HU",6,6,6,6,6,6,3,5,4,6,6,5,5,6,5,5,5,5,5,5,5
"3879","CH",4,1,5,2,5,5,5,5,5,5,4,6,3,2,2,5,3,6,3,5,3
"23004","IE",6,2,4,2,5,2,2,5,5,2,6,5,4,6,1,5,5,5,5,5,2
"2571","BE",5,3,4,5,3,4,4,4,5,5,6,5,5,5,4,5,3,5,4,4,4
"9493","DE",5,3,5,2,6,5,3,5,5,5,5,5,5,6,2,5,4,5,5,5,5
"23383","IE",6,1,6,4,6,6,3,6,6,6,2,6,1,6,3,6,6,6,6,6,6
"21500","IE",4,4,5,5,5,5,5,5,5,5,5,4,5,5,4,4,4,5,5,3,5
"15254","FI",5,2,6,1,2,5,5,6,5,6,5,5,2,5,4,5,2,6,5,3,5
"21682","IE",5,2,3,5,5,2,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5
"25938","IS",4,3,5,3,5,5,3,5,3,6,4,5,3,5,4,5,3,6,5,4,4
"31687","NL",5,3,6,3,2,5,4,5,5,3,4,5,3,4,4,3,3,6,5,6,5
"1191","AT",4,4,6,5,5,5,3,6,4,5,6,5,3,5,4,5,5,6,6,3,3
"3917","CH",6,4,4,6,6,5,2,5,3,5,5,5,6,5,3,2,5,6,6,4,3
"9541","DE",5,1,4,5,3,6,2,5,2,5,6,5,5,5,5,1,4,6,6,5,6
"38773","SE",5,1,6,4,3,3,4,4,4,3,3,5,2,4,1,5,2,5,4,4,3
"19672","HU",5,5,6,6,6,3,1,5,5,6,6,5,5,5,3,5,5,5,6,6,4
"17437","FR",3,2,5,4,4,3,3,4,5,4,4,5,4,5,3,5,4,5,4,4,4
"27443","IT",2,2,3,2,4,2,4,2,5,1,5,5,3,5,1,5,3,5,4,6,1
"29299","LT",2,2,4,2,3,2,4,3,6,1,3,6,5,6,2,5,2,5,5,6,2
"9109","DE",4,1,6,4,6,5,5,5,5,5,6,5,4,6,2,5,2,5,5,5,5
"30702","NL",5,2,5,2,5,5,4,5,4,4,4,5,4,5,3,5,4,5,5,5,5
"2714","BE",3,2,4,4,5,4,4,5,5,4,4,5,4,5,2,5,3,5,5,5,3
"38406","RU",6,6,6,6,6,6,4,6,6,4,6,6,6,6,3,6,6,6,6,5,4
"12623","ES",5,5,6,4,6,5,2,5,6,4,5,6,1,6,5,5,2,6,5,6,6
"27073","IT",3,1,4,4,4,1,3,4,4,1,3,4,4,4,1,4,4,4,4,5,2
"4764","CH",5,2,5,2,5,4,4,6,5,5,5,5,3,5,3,2,2,5,5,5,5
"13640","ES",3,2,5,3,4,3,3,4,3,4,4,3,2,3,2,3,3,4,4,2,3
"38025","RU",4,5,6,5,4,5,6,5,5,6,5,4,5,6,5,5,6,5,5,6,5
"24529","IL",6,3,5,6,6,5,3,4,4,5,5,5,6,6,2,4,5,5,4,5,5
"40486","SI",6,3,5,4,5,5,4,5,5,2,4,5,4,5,2,5,5,5,5,3,4
"10737","EE",6,3,1,2,3,5,5,4,4,5,5,5,4,5,3,3,2,5,5,5,3
"35622","PT",4,2,4,4,4,3,2,3,6,4,5,4,4,2,2,5,5,6,5,4,4
"24350","IL",5,5,4,4,4,3,4,5,3,4,4,3,4,4,3,5,5,4,4,3,4
"27096","IT",6,4,6,4,6,5,5,5,6,3,5,6,6,6,6,6,6,6,6,6,6
"205","AT",2,3,4,4,6,3,6,4,3,1,3,6,3,6,1,6,6,6,3,5,1
"27500","IT",6,4,4,4,6,6,6,2,5,5,6,6,6,6,3,5,4,6,6,6,6
"22743","IE",3,2,5,3,5,2,2,3,3,3,5,5,3,5,1,4,3,5,4,6,4
"11436","EE",2,1,2,2,5,2,5,5,6,2,2,5,6,4,6,5,5,5,6,5,4
"29364","LT",5,2,5,5,5,5,5,5,5,3,5,5,5,3,5,5,5,3,5,5,5
"17816","GB",5,3,6,4,5,6,4,5,4,3,5,3,5,6,4,4,3,6,5,4,4
"7696","DE",4,2,6,5,4,5,4,5,4,4,4,5,2,3,5,3,3,6,5,5,4
"36235","PT",2,1,6,2,4,4,4,4,4,4,4,5,2,6,2,4,2,6,6,4,4
"15277","FI",5,6,5,2,5,2,5,5,2,5,2,5,2,5,2,5,5,5,6,2,3
"31522","NL",1,5,3,5,3,2,2,3,2,6,6,4,5,3,4,2,3,3,3,4,5
"3019","BE",5,3,4,3,4,5,4,5,4,4,5,6,4,3,3,4,4,6,4,5,4
"30501","LT",4,5,5,4,5,5,4,4,5,4,4,5,5,5,6,5,4,5,5,3,3
"28797","LT",4,3,6,2,6,6,5,5,4,5,5,6,5,6,3,4,2,2,6,6,2
"4158","CH",6,2,3,2,6,5,6,6,6,6,6,6,4,5,4,6,6,6,6,6,6
"39430","SE",5,3,5,4,4,2,3,4,5,3,2,5,2,4,2,4,3,4,4,5,4
"14825","FI",3,2,4,2,5,4,3,5,4,4,5,5,2,4,2,5,4,5,5,5,4
"28679","IT",6,5,5,5,5,5,3,5,3,4,4,4,5,5,4,4,4,4,5,5,6
"8861","DE",5,5,6,3,3,4,2,4,2,4,4,4,5,4,4,5,3,5,4,3,4
"4005","CH",4,1,5,4,6,3,2,4,4,2,6,6,2,5,2,1,5,6,6,4,2
"23686","IL",6,6,6,6,6,6,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"17729","GB",5,5,6,6,4,6,2,6,4,5,6,6,4,5,6,2,4,5,5,4,5
"21173","IE",5,2,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5
"11251","EE",2,5,6,4,3,2,6,1,4,5,6,4,6,5,4,3,2,6,5,6,2
"12919","ES",4,2,4,4,6,4,5,4,6,6,5,5,4,5,2,6,6,6,5,6,3
"25211","IL",3,1,3,2,5,1,6,5,6,2,5,6,2,5,1,5,2,6,5,6,3
"31229","NL",4,2,5,4,3,3,4,3,4,3,4,4,2,3,2,5,3,4,4,4,5
"25024","IL",5,4,6,5,6,5,4,5,5,6,6,5,5,5,4,4,4,5,5,5,5
"13023","ES",5,3,5,4,5,2,5,5,5,4,6,6,4,5,2,5,5,5,5,5,3
"22096","IE",5,4,5,5,5,5,5,5,5,4,4,4,3,3,2,4,2,4,4,4,4
"24903","IL",4,3,4,4,3,4,3,5,5,4,4,5,4,5,5,5,4,5,4,4,5
"8420","DE",6,4,5,4,6,6,2,6,4,5,5,5,3,5,3,4,4,5,5,5,4
"22584","IE",5,4,4,5,5,4,3,5,4,3,4,4,4,6,4,5,4,5,5,5,4
"26105","IS",6,1,6,1,6,6,4,5,6,6,4,6,2,6,6,6,1,6,6,6,6
"24243","IL",6,5,5,6,6,6,6,5,4,5,6,6,5,5,6,3,5,5,6,5,5
"31711","NL",5,5,6,4,2,5,3,3,3,5,6,3,6,4,4,2,5,5,1,3,6
"32846","NO",4,3,4,1,4,2,2,3,3,3,5,4,4,3,2,4,2,5,3,2,2
"18685","GB",6,3,6,5,4,6,4,6,3,6,4,6,6,4,6,3,4,6,5,5,6
"13326","ES",6,2,6,3,4,5,2,5,4,4,5,6,2,2,4,2,3,5,6,6,5
"21651","IE",4,2,6,5,3,5,4,6,6,4,6,6,3,2,5,5,2,6,6,4,4
"3887","CH",4,2,4,4,5,5,2,5,4,5,5,5,5,5,4,3,3,4,5,5,3
"34618","PL",5,2,6,5,5,5,5,5,5,5,5,6,4,5,5,6,6,6,4,5,5
"3270","BE",5,3,6,3,6,4,4,6,5,6,6,6,3,6,4,5,4,6,5,6,5
"38732","SE",6,2,5,5,5,5,3,5,4,5,5,5,5,5,2,5,5,5,5,5,5
"23050","IE",5,2,4,4,4,3,2,4,3,2,5,5,4,3,2,5,2,5,4,3,3
"11248","EE",4,4,4,4,5,5,3,4,3,3,5,4,4,4,3,4,2,5,4,4,3
"35669","PT",1,1,4,4,2,4,4,4,4,3,5,4,3,2,2,2,5,4,3,2,4
"5276","CZ",4,3,5,1,5,2,5,5,5,1,3,6,1,6,1,5,1,5,5,6,1
"5112","CZ",4,5,5,4,5,4,4,5,2,4,3,4,3,4,3,5,3,4,3,4,4
"6232","CZ",3,5,4,3,3,4,4,4,3,5,5,5,5,2,4,4,4,5,5,5,5
"22326","IE",4,5,4,5,3,4,5,6,4,5,4,3,5,6,3,4,5,6,4,5,4
"23948","IL",4,3,3,3,4,4,4,4,3,3,3,2,2,3,3,4,2,5,4,3,6
"17073","FR",6,1,6,2,3,5,4,5,4,6,6,5,2,5,3,2,2,4,6,3,5
"9127","DE",6,1,5,2,3,4,3,4,5,4,4,5,2,3,1,3,2,6,2,5,2
"39739","SE",6,4,6,5,4,6,4,5,3,3,1,5,3,4,2,5,3,6,5,2,5
"3503","BE",6,1,5,5,5,5,5,4,4,6,6,4,4,6,4,1,3,4,6,4,5
"30830","NL",5,4,4,5,5,4,3,4,3,4,5,4,4,5,3,2,4,4,4,3,4
"12377","ES",5,2,6,5,5,5,5,4,6,4,5,5,2,5,3,4,4,4,5,4,4
"5201","CZ",5,4,5,5,5,5,4,5,2,5,5,4,4,6,5,3,4,6,6,5,4
"2471","BE",4,2,5,5,5,4,4,5,5,5,5,5,5,5,4,5,3,5,5,5,5
"2241","BE",2,2,5,5,5,3,5,5,6,3,5,5,5,5,3,6,6,6,5,6,6
"1510","AT",5,2,4,4,4,4,5,4,4,4,4,4,4,3,3,4,3,3,3,3,4
"25020","IL",5,5,2,5,5,5,4,6,6,3,5,5,5,5,4,2,5,5,4,2,6
"34665","PL",6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"22316","IE",5,4,5,3,6,5,4,6,4,5,3,5,4,3,5,4,6,5,4,3,5
"34799","PL",3,2,5,2,5,2,5,5,5,2,4,6,4,5,2,6,2,5,5,5,2
"7461","DE",6,2,5,5,5,4,3,3,3,6,6,6,6,4,6,4,5,6,6,5,6
"18854","GB",5,5,4,3,2,5,2,6,4,5,2,5,4,5,5,4,3,5,4,2,5
"6788","CZ",6,4,6,5,6,5,5,5,3,5,5,4,5,6,4,5,5,5,6,4,5
"36791","RU",6,5,5,5,5,5,5,4,2,3,5,4,5,5,3,3,4,5,5,5,4
"36397","PT",5,2,5,2,2,5,3,5,5,4,5,5,3,3,5,2,2,5,5,4,5
"134","AT",5,2,2,3,5,3,2,5,5,5,6,5,5,6,2,5,3,5,5,5,5
"4112","CH",5,1,6,5,5,6,4,6,6,6,6,5,2,4,3,5,5,6,6,4,5
"4057","CH",6,3,5,5,6,6,5,6,6,6,6,5,6,6,6,6,6,6,5,6,6
"21902","IE",4,3,6,5,3,4,2,4,3,4,4,5,3,3,4,3,2,5,5,3,4
"12587","ES",5,4,2,2,6,6,2,5,6,2,4,6,5,4,6,5,1,5,4,5,4
"12674","ES",2,2,4,3,6,4,4,5,4,3,6,6,3,5,3,5,3,6,5,2,3
"40860","SI",6,5,6,6,6,4,4,4,5,6,6,5,6,6,5,6,6,6,6,6,6
"37381","RU",5,5,5,4,5,6,5,5,5,6,6,6,6,5,5,4,5,6,6,2,5
"16314","FR",5,2,5,5,6,5,2,4,4,5,5,5,3,4,3,5,5,5,4,4,5
"9036","DE",4,3,5,3,5,3,3,5,5,6,6,4,4,2,3,4,4,5,5,5,4
"954","AT",6,2,5,4,5,3,5,5,5,4,4,5,5,5,2,5,5,6,6,6,5
"8007","DE",5,2,4,4,4,5,2,5,2,5,4,5,4,5,2,3,4,6,4,4,5
"28586","IT",2,4,3,2,5,5,4,4,5,4,4,5,4,6,3,2,5,4,4,4,4
"29294","LT",4,4,5,4,6,5,4,5,3,5,6,5,3,4,4,3,4,5,5,5,3
"5462","CZ",5,5,3,3,2,4,1,2,1,4,4,2,4,3,5,1,3,3,3,1,5
"1764","AT",6,1,6,2,2,5,1,6,3,4,6,4,2,1,6,2,1,6,6,1,4
"36885","RU",2,4,5,2,5,2,4,4,4,4,4,4,2,5,2,4,4,4,2,4,2
"37219","RU",5,2,5,3,5,5,5,4,2,5,6,5,2,5,2,5,4,6,5,4,3
"13431","ES",6,1,6,5,5,4,2,5,5,4,6,6,4,6,3,5,3,6,6,6,5
"12358","ES",5,2,5,2,5,3,4,5,4,2,5,4,2,5,3,5,3,4,6,4,2
"6782","CZ",4,3,4,3,5,3,4,5,4,4,4,5,4,4,3,3,3,5,4,4,3
"35612","PT",4,1,6,6,6,5,6,6,6,6,6,6,6,1,1,6,6,6,6,6,6
"13151","ES",5,2,6,2,4,4,2,5,5,3,6,5,2,2,5,5,2,4,6,1,6
"1925","BE",5,4,4,5,5,1,4,4,5,5,5,5,5,5,1,4,4,5,3,4,6
"4498","CH",5,3,5,4,6,2,1,4,4,4,6,6,4,5,2,3,4,5,5,5,2
"30344","LT",4,5,5,4,6,3,4,3,3,3,4,5,5,6,2,4,5,4,6,5,2
"13014","ES",2,2,6,3,6,1,5,5,6,1,4,5,1,6,1,5,1,3,5,5,1
"5484","CZ",5,3,5,2,3,5,5,4,4,5,3,4,5,2,3,4,5,5,4,2,5
"23222","IE",1,3,6,3,5,6,1,6,4,5,2,5,3,5,2,5,5,3,5,5,4
"26636","IT",4,4,5,5,5,4,4,4,5,4,5,4,4,5,5,4,6,5,5,5,4
"32484","NO",6,2,6,4,3,4,5,5,3,3,5,5,3,2,4,2,2,5,6,3,3
"8199","DE",5,1,5,5,5,4,1,5,5,5,5,5,5,5,2,5,4,5,5,4,4
"34067","PL",4,3,5,5,6,5,5,5,5,3,5,6,4,6,3,4,3,6,4,3,2
"7804","DE",3,3,2,4,5,5,5,5,5,6,5,5,5,5,4,5,5,5,4,5,5
"33047","NO",5,2,5,2,4,2,3,4,2,3,3,3,2,5,2,5,5,5,4,2,2
"36999","RU",1,2,6,1,5,1,2,6,1,1,1,6,6,6,1,1,1,6,6,6,1
"8859","DE",5,2,6,2,5,5,2,5,2,5,5,5,4,5,2,5,2,5,5,3,4
"29031","LT",3,2,3,3,3,2,3,3,3,2,3,3,3,3,2,3,3,3,3,3,2
"30497","LT",5,3,3,3,5,2,2,2,3,2,4,4,4,4,2,4,5,5,2,5,1
"10347","EE",4,3,6,3,6,4,4,6,6,5,4,6,4,6,2,6,2,6,6,6,4
"20360","HU",6,5,5,6,4,6,2,5,4,6,6,6,6,3,6,4,5,5,5,4,6
"26138","IS",5,2,6,5,4,4,2,4,3,6,4,5,5,5,4,3,3,6,5,5,4
"31292","NL",2,2,5,2,5,3,5,5,4,5,5,3,3,6,5,5,5,5,5,4,6
"27505","IT",6,3,6,3,6,6,6,6,6,3,6,6,6,6,3,5,5,5,6,6,4
"3442","BE",5,4,4,4,4,4,4,4,4,4,4,6,3,4,3,4,4,4,4,4,3
"35510","PT",4,4,4,3,4,2,4,4,4,3,4,4,3,5,2,3,4,4,5,5,2
"33481","NO",6,2,5,2,3,5,4,6,3,5,6,6,5,4,5,4,4,6,5,4,4
"2273","BE",4,4,3,5,2,2,3,3,2,3,5,5,5,2,3,2,4,5,3,2,4
"28058","IT",5,1,5,4,3,4,5,6,4,4,6,6,6,3,1,4,4,6,6,4,4
"33887","PL",5,4,5,6,6,5,5,6,2,5,6,6,5,4,5,6,6,6,6,6,5
"28037","IT",2,3,6,5,6,2,5,5,5,1,4,5,4,5,1,5,5,5,5,2,2
"34500","PL",5,1,5,2,4,6,2,6,4,1,5,5,3,4,2,3,2,6,5,3,2
"26364","IS",4,3,5,5,4,4,3,4,4,6,4,4,5,2,5,4,4,6,3,2,4
"11635","EE",2,5,5,4,5,2,2,5,2,5,5,4,5,2,2,2,2,4,4,4,2
"8472","DE",5,2,6,5,4,6,2,5,1,5,6,6,5,5,4,3,2,6,5,4,5
"9053","DE",4,1,2,1,4,2,1,6,5,3,6,6,5,5,1,2,3,6,6,6,2
"4129","CH",6,3,6,2,4,6,2,6,5,5,5,3,4,5,3,4,2,5,4,4,5
"24868","IL",5,4,5,6,5,4,5,5,6,5,4,5,6,5,6,5,6,5,5,6,5
"29456","LT",3,3,6,6,4,4,3,5,3,4,5,6,5,5,3,2,5,5,6,6,6
"14107","FI",5,5,5,2,5,5,4,5,4,5,6,4,5,4,5,4,4,5,6,5,5
"31585","NL",3,3,6,5,4,3,4,5,2,6,5,6,3,4,3,2,5,6,4,5,5
"7159","CZ",4,4,5,3,4,5,2,5,5,1,6,5,4,5,5,5,5,5,6,4,5
"20285","HU",6,6,6,6,6,6,2,6,3,5,5,5,5,5,5,4,5,5,4,4,6
"17133","FR",6,3,3,6,2,2,6,2,5,6,5,5,5,3,6,4,5,3,2,1,4
"30261","LT",1,4,5,3,6,2,5,3,6,4,6,6,5,6,1,5,6,6,6,6,1
"9594","DE",5,2,6,5,6,2,4,5,5,6,6,5,3,2,3,5,5,5,6,3,5
"29331","LT",5,2,5,2,5,2,5,5,5,2,5,5,5,5,2,5,3,2,5,5,1
"38515","RU",4,5,5,5,5,4,4,4,4,5,5,5,5,5,5,4,5,5,4,4,5
"25743","IS",4,2,4,4,5,4,3,4,6,4,5,6,5,5,4,5,3,5,5,5,2
"30878","NL",4,4,5,6,4,4,4,6,4,4,5,5,6,4,3,5,4,5,4,4,5
"21567","IE",4,2,4,2,5,2,3,5,5,2,5,5,2,5,2,4,2,5,5,5,2
"23661","IL",6,5,4,5,6,6,6,6,6,5,6,6,6,6,5,6,6,6,6,6,5
"29113","LT",3,3,3,2,2,4,3,3,3,2,2,3,3,2,2,2,3,3,2,4,3
"14872","FI",5,3,6,2,5,5,5,5,5,3,5,5,3,5,3,5,2,5,5,5,3
"5335","CZ",4,2,5,2,6,2,4,4,5,4,4,4,2,5,2,5,2,6,6,5,3
"9616","DE",5,4,2,2,6,5,5,4,5,5,6,5,5,5,2,5,4,5,4,4,2
"13251","ES",5,2,5,5,5,5,5,5,5,3,5,5,5,5,2,5,5,5,5,5,2
"36608","RU",4,3,4,4,5,4,2,5,5,4,4,5,3,5,4,5,5,5,5,5,5
"4160","CH",4,2,5,1,2,4,2,5,3,4,4,5,3,1,5,4,4,5,5,3,3
"7033","CZ",3,5,2,3,4,5,2,4,5,3,4,2,4,3,5,6,4,3,4,4,5
"29266","LT",4,4,4,4,5,4,4,4,5,4,3,4,4,5,4,4,4,4,4,4,4
"25308","IL",5,4,5,5,6,2,5,5,6,3,4,6,5,6,3,5,6,6,5,6,4
"13721","ES",6,3,5,4,4,4,4,5,5,3,5,5,3,6,4,4,3,6,5,5,3
"30380","LT",4,4,5,3,3,4,3,4,4,4,4,4,4,5,3,5,4,5,3,3,5
"38964","SE",5,3,5,6,4,2,5,5,5,4,4,5,3,5,2,4,4,5,5,5,4
"21078","IE",4,1,6,1,5,1,4,4,4,1,4,6,1,5,1,6,5,4,6,6,1
"33328","NO",5,2,5,2,3,4,2,5,5,6,4,6,3,4,5,2,4,5,3,4,5
"23617","IL",5,4,4,5,6,5,5,3,3,5,5,6,4,4,2,6,6,5,3,2,5
"35972","PT",4,3,6,4,4,4,3,4,5,6,4,4,5,6,5,5,5,6,6,4,4
"23907","IL",3,4,5,4,5,4,5,6,5,4,5,4,5,4,5,4,5,4,5,6,5
"30891","NL",4,2,6,5,5,4,5,4,3,4,6,4,4,6,5,4,3,5,6,5,6
"40766","SI",5,4,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5
"5916","CZ",4,5,2,2,3,4,4,3,3,4,5,4,3,3,4,4,4,4,5,5,4
"16174","FR",5,1,6,1,4,5,2,6,4,5,6,5,1,5,2,6,6,6,6,5,4
"26974","IT",5,5,3,5,5,5,5,3,3,6,5,4,6,6,4,5,5,4,3,4,6
"29453","LT",6,5,6,5,4,5,5,5,5,6,5,5,5,6,5,6,5,6,5,5,6
"8823","DE",5,2,5,2,3,2,2,6,6,5,5,6,5,6,2,5,3,6,6,6,4
"18707","GB",5,3,3,4,5,4,3,4,5,6,6,4,5,3,6,4,2,4,3,2,5
"35127","PL",2,2,6,4,6,6,6,6,5,2,6,6,5,6,2,6,4,6,6,6,2
"18523","GB",5,2,6,2,5,5,3,6,6,3,6,6,2,6,5,5,4,6,6,4,5
"2798","BE",2,1,4,1,5,4,5,4,5,5,5,5,3,6,2,5,3,5,3,1,2
"3966","CH",4,1,5,3,4,3,3,5,5,5,5,5,4,4,2,3,2,4,4,4,5
"31466","NL",5,2,5,4,5,5,4,5,5,4,5,5,2,1,5,3,3,5,3,5,5
"3562","BE",4,3,4,5,5,4,3,5,5,5,4,5,4,5,3,5,3,5,5,5,5
"36417","PT",5,1,5,4,5,2,2,4,4,4,3,4,3,4,2,3,3,5,5,3,2
"8293","DE",6,3,5,3,5,4,4,6,5,5,5,5,2,4,4,5,5,6,3,2,4
"16583","FR",4,1,5,1,1,4,2,6,2,5,4,4,3,1,2,2,2,2,6,2,4
"26871","IT",4,3,5,5,3,3,6,4,3,2,5,5,5,5,1,4,4,5,5,5,3
"2163","BE",3,1,5,2,6,5,2,5,4,6,6,4,4,5,4,3,3,5,5,4,5
"999","AT",5,1,5,1,5,1,2,6,1,5,2,5,1,6,1,5,1,1,2,5,5
"28108","IT",4,4,5,4,4,5,4,5,4,5,6,5,6,5,4,4,5,5,5,5,5
"381","AT",4,4,3,4,4,3,3,4,3,3,3,3,4,3,3,4,3,3,3,4,3
"437","AT",3,4,5,4,4,4,3,4,3,3,3,3,4,4,3,4,3,3,3,4,3
"13129","ES",6,6,6,6,6,6,2,5,2,5,5,5,6,2,5,6,6,2,5,5,5
"29216","LT",5,3,3,4,4,2,2,2,2,2,5,3,3,4,2,2,3,3,3,5,2
"40294","SI",6,2,6,6,6,5,5,5,5,2,6,6,6,2,6,6,6,2,6,2,6
"19195","GB",4,2,5,3,3,4,5,5,5,5,4,5,4,3,4,5,3,5,5,4,5
"20110","HU",3,3,5,3,5,4,3,4,5,4,4,4,1,6,2,5,4,6,6,5,4
"33682","NO",4,2,4,3,2,3,5,2,2,4,5,3,4,3,4,5,3,5,5,4,5
"28447","IT",5,2,5,5,5,3,3,5,6,3,4,5,5,5,2,4,5,5,5,5,2
"35835","PT",6,1,4,2,5,2,4,3,3,3,2,5,2,2,1,2,2,5,4,6,3
"20633","HU",3,1,2,2,5,4,2,3,4,3,2,4,2,2,1,5,2,3,4,3,2
"12786","ES",5,2,6,2,5,4,1,5,4,4,5,5,2,5,3,4,1,5,4,1,3
"38031","RU",4,4,4,4,3,4,2,3,5,4,5,5,5,4,5,4,5,5,4,4,4
"13596","ES",5,1,5,4,5,5,4,5,5,5,5,5,4,6,5,4,3,5,5,5,5
"3858","CH",6,1,1,2,5,4,1,6,6,5,6,5,1,1,5,6,5,6,6,4,2
"6100","CZ",5,5,2,4,5,3,4,2,2,5,5,4,4,5,2,3,4,5,3,4,4
"28142","IT",5,3,6,6,6,5,4,6,6,6,6,6,6,6,1,5,6,6,6,4,3
"18562","GB",5,1,5,3,5,5,5,5,5,3,5,5,5,5,5,5,2,5,5,5,5
"449","AT",6,2,5,2,4,2,5,5,5,4,5,5,3,6,2,5,4,5,5,5,4
"19906","HU",4,4,5,4,6,4,2,5,4,4,6,5,4,6,3,5,5,6,5,5,5
"2783","BE",5,3,5,4,4,5,2,4,5,5,5,5,4,3,4,3,2,4,5,3,4
"14989","FI",5,4,4,3,4,4,4,3,2,5,5,4,4,4,5,4,4,5,5,4,6
"19036","GB",5,2,5,3,4,3,4,4,4,3,5,4,4,5,2,3,4,5,5,3,3
"1281","AT",6,1,6,6,6,2,5,4,5,5,6,6,5,6,1,6,6,6,6,4,2
